ObjectID,GlobalID,Bird ID,Observer,New nest?,Date Found,Expected Hatch Date,Course Name,Habitat Type,Burn Status,Bird Flushed?,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Fate Date,Fate Type,Suspected Cause of Fate,Number Hatched,Number Not Hatched,Comments,CreationDate,Creator,EditDate,Editor,x,y
23,fe1dec38-ac00-4ee8-badf-1def35405c03,164.215_230517,Josh McLellan,yes,5/25/2023 16:00,6/16/2023 16:00,Big Bay,Upland Pine,Unburned,no,,,5/26/2023 16:00,bird off nest,yes,1,5/27/2023 16:00,bird off nest,no,,5/28/2023 16:00,bird off nest,yes,1,5/29/2023 16:00,bird off nest,yes,1,5/30/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2023 12:08,Failed,Abandoned,,,,5/25/2023 18:02,gamebird.crew,5/30/2023 12:09,gamebird.crew,-77.97962036,34.06740436
24,93845644-8191-477c-965c-c42c08f0ef31,162.748_220145,Autumn Randall,yes,5/26/2023 16:00,6/17/2023 16:00,Allen's Creek,Planted Pine,Unburned,yes,yes,12,5/27/2023 16:00,bird on nest,,,5/28/2023 16:00,bird on nest,,,5/29/2023 16:00,bird on nest,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/12/2023 15:01,Hatched,,13,0,,5/26/2023 13:12,gamebird.crew,6/12/2023 15:02,gamebird.crew,-78.01750728,34.04959638
25,45507a55-2d21-4aee-9a70-b14ff874251d,163.309_230207,Pat O'Bryan,yes,5/26/2023 16:00,6/17/2023 16:00,Bill Jones,Planted Pine,Unburned,no,,,5/27/2023 16:00,bird on nest,,,5/28/2023 16:00,bird off nest,yes,14,5/29/2023 16:00,bird on nest,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/5/2023 13:13,Failed,Fire Ants,,,,5/26/2023 13:13,gamebird.crew,6/5/2023 13:13,gamebird.crew,-77.99290161,34.07078148
26,1767e816-b89d-4b48-98f0-70482cee07c7,164.073_230203,Pat O'Bryan,yes,5/26/2023 16:00,6/17/2023 16:00,Bill Jones,Drain,Unburned,yes,yes,12,5/27/2023 16:00,bird on nest,,,5/28/2023 16:00,bird off nest,yes,12,5/29/2023 16:00,bird on nest,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/9/2023 14:47,Hatched,,8,0,,5/26/2023 13:52,gamebird.crew,6/9/2023 14:47,gamebird.crew,-77.99158328,34.06999547
27,489b62e1-e047-4c31-92cb-ec491f1ab943,164.682_230604,Pat O'Bryan,yes,5/26/2023 16:00,6/17/2023 16:00,Bill Jones,Upland Pine,Unburned,no,,,5/27/2023 16:00,bird on nest,,,5/28/2023 16:00,bird on nest,,,5/29/2023 16:00,bird on nest,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/2023 15:02,Hatched,,15,0,,5/26/2023 16:13,gamebird.crew,6/4/2023 15:03,gamebird.crew,-77.98903954,34.05803809
28,09e4612b-1584-4c11-8890-188972d0e66d,162.591_231214,Autumn Randall,yes,5/26/2023 16:00,6/17/2023 16:00,Camp Crane,Upland Pine,Unburned,no,,,5/27/2023 16:00,bird on nest,,,5/28/2023 16:00,bird on nest,,,5/29/2023 16:00,bird on nest,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,6/13/2023 12:45,Hatched,,14,0,,5/26/2023 17:14,gamebird.crew,6/13/2023 12:45,gamebird.crew,-77.96277792,34.06145998
29,d56ecb82-e56a-4db3-85eb-fb39020fb20e,163.495_220141,Pat O'Bryan,yes,5/26/2023 16:00,6/17/2023 16:00,Big Bay,Upland Pine,Burned,no,,,5/27/2023 16:00,bird on nest,,,5/28/2023 16:00,bird on nest,,,5/29/2023 16:00,bird on nest,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2023 11:58,Failed,Snake,,,,5/27/2023 16:05,gamebird.crew,6/1/2023 11:58,gamebird.crew,-77.98440373,34.06631904
30,9ae74fe4-ff0a-4ed7-b817-c6690509bcdf,163.508_214604,Pat O'Bryan,yes,5/28/2023 16:00,6/19/2023 16:00,Bill Jones,Upland Pine,Unburned,no,,,5/29/2023 16:00,bird on nest,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird off nest,yes,13,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,6/15/2023 16:00,Hatched,,11,0,,5/28/2023 15:31,gamebird.crew,6/15/2023 13:08,theron.terhune_BLLC,-77.98950657,34.05776515
31,289fbcb9-f198-49a4-8d4e-4fb23e23ce31,164.755_214786,Josh McLellan,yes,5/28/2023 16:00,6/19/2023 16:00,Big Bay,Upland Pine,Unburned,yes,yes,13,5/29/2023 16:00,bird off nest,yes,12,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,not checked,,,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,bird on nest,,,6/20/2023 16:00,bird on nest,,,6/22/2023 16:00,fate,,,6/22/2023 13:32,Hatched,,13,0,,5/28/2023 16:33,gamebird.crew,6/22/2023 13:33,gamebird.crew,-77.98605171,34.06727014
32,82eab0eb-6694-4de8-9fc0-539c260f2c08,162.101_220291,Joey Matthews,yes,5/29/2023 16:00,6/20/2023 16:00,Blue Pond,Upland Pine,Burned,yes,yes,12,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,not checked,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,not checked,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird off nest,yes,12,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/16/2023 16:00,Failed,Snake,,,No eggs or shells,5/29/2023 16:44,gamebird.crew,6/16/2023 17:38,gamebird.crew,-78.00032426,34.08325133
33,bc887852-997b-4e82-a9b6-e5b24816b84a,165.946_220566,Joey Matthews,yes,5/29/2023 16:00,6/20/2023 16:00,Blue Pond,Upland Pine,Unburned,yes,yes,13,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,not checked,,,6/1/2023 16:00,bird off nest,yes,14,6/2/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/2/2023 16:00,Hatched,,13,0,,5/29/2023 18:22,gamebird.crew,6/2/2023 13:18,gamebird.crew,-77.99637756,34.0764154
34,3cfd9c2a-4073-4e02-9014-2a2db41b94a6,163.675_220622,Josh McLellan,yes,5/29/2023 16:00,6/20/2023 16:00,Fence Cove,Drain,Burned,no,,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/8/2023 20:53,Hatched,,11,0,,5/29/2023 18:53,gamebird.crew,6/8/2023 20:53,gamebird.crew,-78.02173566,34.03310208
35,24320d4c-8140-4623-8513-34ca273fdf38,162.984_220831,Autumn Randall,yes,5/29/2023 16:00,6/20/2023 16:00,Bill Jones,Upland Pine,Burned,yes,no,,5/30/2023 16:00,bird on nest,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,not checked,,,6/8/2023 16:00,not checked,,,6/9/2023 16:00,not checked,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird off nest,yes,15,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,fate,,,,,,,,,,,,,,,6/19/2023 13:36,Failed,Snake,,,"All eggs gone, nest intact",5/30/2023 12:26,gamebird.crew,6/19/2023 13:36,gamebird.crew,-77.97877482,34.05749551
36,3d9079e5-0545-4ff9-a61e-94054dcaf813,163.101_220892,Autumn Randall,yes,5/30/2023 16:00,6/21/2023 16:00,Camp Crane,Upland Pine,Burned,no,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird off nest,yes,15,6/14/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/14/2023 14:58,Failed,Snake,,,"Nest undisturbed, adult jumped, all eggs gone",5/30/2023 13:26,gamebird.crew,6/14/2023 14:59,gamebird.crew,-77.97912644,34.04603801
37,89157882-e716-4223-920c-306acd3d1bba,163.661_220894,Autumn Randall,yes,5/30/2023 16:00,6/21/2023 16:00,Camp Crane,Upland Pine,Unburned,no,,,5/31/2023 16:00,bird on nest,,,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird off nest,no,,6/18/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,6/18/2023 13:19,Hatched,,15,0,,5/30/2023 13:45,gamebird.crew,6/18/2023 13:19,gamebird.crew,-77.97595927,34.04479626
39,a6bfec8e-91db-4541-9bb7-98406d37369b,165.033_230519,Josh McLellan,yes,5/31/2023 16:00,6/22/2023 16:00,Big Bay,Planted Pine,Unburned,yes,yes,15,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird on nest,,,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,6/19/2023 12:47,Hatched,,11,0,,5/31/2023 17:23,gamebird.crew,6/19/2023 12:48,gamebird.crew,-77.97793476,34.06837583
40,735c49b9-8507-4d64-9405-c3953c3f74da,162.778_230605,Pat O'Bryan,yes,5/31/2023 16:00,6/22/2023 16:00,Bill Jones,Upland Pine,Unburned,yes,yes,14,6/1/2023 16:00,bird on nest,,,6/2/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird on nest,,,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,not checked,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,fate,,,,,,,,,,,,,,,6/21/2023 14:31,Hatched,,14,0,,5/31/2023 17:32,gamebird.crew,6/21/2023 14:32,gamebird.crew,-77.98903957,34.05658557
41,d920ba64-6c75-4b38-839b-00681562c8be,149.109_220910,Autumn Randall,yes,6/1/2023 16:00,6/23/2023 16:00,Camp Crane,Upland Pine,Unburned,no,,,6/1/2023 16:00,bird on nest,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,not checked,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/16/2023 17:54,Hatched,,13,0,,6/1/2023 20:53,gamebird.crew,6/16/2023 17:55,gamebird.crew,-77.96379527,34.06063487
42,fc2e1dbe-b4a5-4779-bdfa-84c6cdcf5d30,163.938_220197,Pat O'Bryan,yes,6/2/2023 16:00,6/24/2023 16:00,Big Bay,Wetland,Burned,yes,yes,15,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird on nest,,,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,not checked,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird off nest,yes,16,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,fate,,,,,,,6/25/2023 18:00,Hatched,,14,0,,6/2/2023 17:55,gamebird.crew,6/25/2023 18:00,gamebird.crew,-77.98524877,34.06256831
43,e55e2b20-b036-4a7a-ab32-30f9e27cde30,151.556_230833,Autumn Randall,yes,6/2/2023 16:00,6/24/2023 16:00,Allen's Creek,Grass Field,Unburned,no,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird off nest,yes,17,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird on nest,,,6/18/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/18/2023 14:13,Hatched,,16,0,,6/2/2023 18:30,gamebird.crew,6/18/2023 14:13,gamebird.crew,-78.01847272,34.04924474
45,2ddd8f6b-b245-48e9-85af-35a018fc4250,162.758_220867,Josh McLellan,yes,6/2/2023 16:00,6/24/2023 16:00,Big Bay,Upland Pine,Burned,yes,yes,11,6/3/2023 16:00,bird off nest,yes,11,6/4/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/2023 13:26,Failed,Snake,,,,6/2/2023 21:32,gamebird.crew,6/4/2023 13:27,gamebird.crew,-77.98821338,34.07210823
46,08d20af8-c800-428c-8e6d-aa95b0a51609,168.246_230523,Josh McLellan,yes,6/2/2023 16:00,6/24/2023 16:00,Big Bay,Upland Pine,Unburned,no,,,6/3/2023 16:00,bird on nest,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird off nest,yes,12,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,bird on nest,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,fate,,,,,,,6/25/2023 16:00,Hatched,,9,3,,6/2/2023 22:10,gamebird.crew,7/8/2023 14:57,gamebird.crew,-77.98348984,34.0678426
48,d7c9e268-e0a9-40ae-91ba-f488e3b36e56,162.848_220962,Pat O'Bryan,yes,6/3/2023 16:00,6/25/2023 16:00,Bill Jones,Upland Pine,Unburned,no,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird off nest,yes,18,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird off nest,yes,18,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird on nest,,,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,not checked,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,fate,,,,,,,,,,,,,,,6/24/2023 17:56,Failed,Snake,,,,6/3/2023 12:48,gamebird.crew,6/24/2023 17:58,gamebird.crew,-78.00441421,34.0653976
49,c2940723-7461-4d89-9f93-c1d4ab4f3281,162.525_220105,Autumn Randall,yes,6/3/2023 16:00,6/25/2023 16:00,Dark Branch,Upland Pine,Unburned,yes,no,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird off nest,yes,15,6/9/2023 16:00,not checked,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird on nest,,,6/18/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/17/2023 16:31,Hatched,,4,7,,6/3/2023 14:58,gamebird.crew,6/17/2023 16:33,gamebird.crew,-77.97706785,34.08185115
50,d19f3975-19a2-4d5f-8d2b-08d31792e691,162.165_220956,Pat O'Bryan,yes,6/3/2023 16:00,6/25/2023 16:00,Dark Branch,Drain,Unburned,yes,yes,13,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird on nest,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,not checked,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/12/2023 16:00,Failed,Snake,,,All eggs gone raccoon or snake,6/3/2023 15:14,gamebird.crew,6/12/2023 14:32,theron.terhune_BLLC,-77.97986225,34.08360133
55,8b5d7d5b-3e0a-4192-ac6d-56659a3fcd17,163.252_230246,Darin McNeil,yes,6/3/2023 16:00,6/25/2023 16:00,Blue Pond,Upland Pine,Unburned,no,,,6/4/2023 16:00,bird on nest,,,6/5/2023 16:00,bird off nest,no,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,not checked,,,6/8/2023 16:00,bird on nest,,,6/9/2023 16:00,bird on nest,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,bird on nest,,,6/18/2023 16:00,bird on nest,,,6/19/2023 16:00,bird on nest,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,fate,,,,,,,6/26/2023 16:00,Hatched,,13,0,,6/5/2023 14:11,gamebird.crew,6/26/2023 10:34,gamebird.crew,-77.98628576,34.07983356
56,58b454d4-5a30-4958-af39-c921934761e8,163.182_231201,Autumn Randall,yes,6/5/2023 16:00,6/27/2023 16:00,Camp Crane,Upland Pine,Unburned,no,,,6/6/2023 16:00,bird on nest,,,6/7/2023 16:00,bird on nest,,,6/8/2023 16:00,bird off nest,yes,20,6/9/2023 16:00,not checked,,,6/10/2023 16:00,bird on nest,,,6/11/2023 16:00,bird on nest,,,6/12/2023 16:00,bird on nest,,,6/13/2023 16:00,bird on nest,,,6/14/2023 16:00,bird on nest,,,6/15/2023 16:00,bird on nest,,,6/16/2023 16:00,bird on nest,,,6/17/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/17/2023 16:48,Hatched,,14,1,,6/5/2023 17:27,gamebird.crew,6/17/2023 16:49,gamebird.crew,-77.96249435,34.06108904
